abstract,authorids,authors,conflicts,keywords,paper_id,paperhash,title,tl;dr,decision,forum_link,pdf_link
"The ability to perform pixel-wise semantic segmentation in real-time is of paramount importance in practical mobile applications. Recent deep neural networks aimed at this task have the disadvantage of requiring a large number of floating point operations and have long run-times that hinder their usability. In this paper, we propose a novel deep neural network architecture named ENet (efficient neural network), created specifically for tasks requiring low latency operation. ENet is up to 18x faster, requires 75x less FLOPs, has 79x less parameters, and provides similar or better accuracy to existing models.           
We have tested it on CamVid, Cityscapes and SUN datasets and report on comparisons with existing state-of-the-art methods, and the trade-offs between accuracy and processing time of a network. We present performance measurements of the proposed architecture on embedded systems and suggest possible software improvements that could make ENet even faster.","a.paszke@students.mimuw.edu.pl, aabhish@purdue.edu, sangpilkim@purdue.edu, euge@purdue.edu","Adam Paszke, Abhishek Chaurasia, Sangpil Kim, Eugenio Culurciello","mimuw.edu.pl, purdue.edu, hanyang.ac.kr, iitg.ac.in",Deep learning,HJy_5Mcll,paszke|enet_a_deep_neural_network_architecture_for_realtime_semantic_segmentation,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation,,Reject,https://openreview.net/forum?id=HJy_5Mcll&noteId=HJy_5Mcll,https://openreview.net/pdf?id=HJy_5Mcll
"The impressive performance and plasticity of convolutional neural networks to solve different vision problems are shadowed by their black-box nature and its consequent lack of full understanding. To reduce this gap we propose to describe the activity of individual neurons by quantifiyng their inherent selectivity to specific properties. Our approach is based on the definition of feature selectivity indexes that allow the ranking of neurons according to specific properties. Here we report the results of exploring selectivity indexes for: (a) an image feature (color); and (b) an image label (class membership). Our contribution is a framework to seek or classify neurons by indexing on these selectivity properties. It helps to find color selective neurons, such as a red-mushroom neuron in layer conv4 or class selective neurons such as dog-face neurons in layer conv5, and establishes a methodology to derive other selectivity properties.  Indexing on neuron selectivity can statistically draw how features and classes are represented through layers at a moment when the size of trained nets is growing and automatic tools to index can be helpful.","ivet.rafegas@uab.cat, maria.vanrell@uab.cat, lfbaa@ubi.pt","Ivet Rafegas, Maria Vanrell, Luís A. Alexandre","uab.cat, cvc.uab.cat, uab.es, cvc.uab.es, ubi.pt","Computer vision, Deep learning",SJBr9Mcxl,rafegas|understanding_trained_cnns_by_indexing_neuron_selectivity,Understanding trained CNNs by indexing neuron selectivity,,Reject,https://openreview.net/forum?id=SJBr9Mcxl&noteId=SJBr9Mcxl,https://openreview.net/pdf?id=SJBr9Mcxl
"We propose a multiagent system that have feedforward networks as its subset 
while free from layer structure with matrix-vector scheme.
Deep networks are often compared to the brain neocortex or visual perception system.
One of the largest difference from human brain is the use of matrix-vector multiplication based on layer architecture.
It would help understanding the way human brain works
if we manage to develop good deep network model without the layer architecture while preserving their performance.
The brain neocortex works as an aggregation of the local level interactions between neurons, 
which is rather similar to multiagent system consists of autonomous partially observing agents
than units aligned in column vectors and manipulated by global level algorithm.
Therefore we suppose that it is an effective approach for developing more biologically plausible model while preserving compatibility with deep networks to alternate units with multiple agents.
Our method also has advantage in scalability and memory efficiency.
We reimplemented Stacked Denoising Autoencoder(SDAE) as a concrete instance with our multiagent system and verified its equivalence with the standard SDAE from both theoritical and empirical perspectives.
Additionary, we also proposed a variant of our multiagent SDAE named ""Sparse Connect SDAE"",
and showed its computational advantage with the MNIST dataset.","kurotaki@weblab.t.u-tokyo.ac.jp, nakayama@weblab.t.u-tokyo.ac.jp, matsuo@weblab.t.u-tokyo.ac.jp","Hiroki Kurotaki, Kotaro Nakayama, Yutaka Matsuo","weblab.t.u-tokyo.ac.jp, k.u-tokyo.ac.jp, g.ecc.u-tokyo.ac.jp",,B1PA8fqeg,kurotaki|multiagent_system_for_layer_free_network,Multiagent System for Layer Free Network,We propose a multiagent system that have feed-forward networks as its subset but free from layer scheme.,Reject,https://openreview.net/forum?id=B1PA8fqeg&noteId=B1PA8fqeg,https://openreview.net/pdf?id=B1PA8fqeg
"The goal of this paper is to train a model based on the relation between two instances that represent the same unknown class.  This scenario is inspired by the Symbol Grounding Problem and the association learning in infants.  We propose a novel model called Classless Association.  It has two parallel Multilayer Perceptrons (MLP) that uses one network as a target of the other network, and vice versa.  In addition, the presented model is trained based on an EM-approach, in which the output vectors are matched against a statistical distribution.  We generate four classless datasets based on MNIST, where the input is two different instances of the same digit.  In addition,  the digits have a uniform distribution.  Furthermore, our classless association model is evaluated against two scenarios: totally supervised and totally unsupervised.  In the first scenario, our model reaches a good performance in terms of accuracy and the classless constraint.  In the second scenario, our model reaches better results against two clustering algorithms.","federico.raue@dfki.de, sebastian.palacio@dfki.de, andreas.dengel@dfki.de, liwicki@cs.uni-kl.de","Federico Raue, Sebastian Palacio, Andreas Dengel, Marcus Liwicki","dfki.de, uni-kl.de",,ryh_8f9lg,raue|classless_association_using_neural_networks,Classless Association using Neural Networks,Learning based on the relation between two instances of the same unknown class,Reject,https://openreview.net/forum?id=ryh_8f9lg&noteId=ryh_8f9lg,https://openreview.net/pdf?id=ryh_8f9lg
"This paper presents a method of learning distributed representation for multi-field categorical data, which is a common data format with various applications such as recommender systems, social link prediction, and computational advertising. The success of non-linear models, e.g., factorisation machines, boosted trees, has proved the potential of exploring the interactions among inter-field categories. Inspired by Word2Vec, the distributed representation for natural language, we propose Cat2Vec (categories to vectors) model. In Cat2Vec, a low-dimensional continuous vector is automatically learned for each category in each field. The interactions among inter-field categories are further explored by different neural gates and the most informative ones are selected by pooling layers. In our experiments, with the exploration of the interactions between pairwise categories over layers, the model attains great improvement over state-of-the-art models in a supervised learning task, e.g., click prediction, while capturing the most significant interactions from the data.","ying.wen@cs.ucl.ac.uk, jun.wang@cs.ucl.ac.uk, tychen@apex.sjtu.edu.cn, wnzhang@apex.sjtu.edu.cn","Ying Wen, Jun Wang, Tianyao Chen, Weinan Zhang","ucl.ac.uk, sjtu.eud.cn","Unsupervised Learning, Deep learning, Applications",HyNxRZ9xg,wen|cat2vec_learning_distributed_representation_of_multifield_categorical_data,Cat2Vec: Learning Distributed Representation of Multi-field Categorical Data,an unsupervised pairwise interaction model to learning the distributed representation of multi-field categorical data,Reject,https://openreview.net/forum?id=HyNxRZ9xg&noteId=HyNxRZ9xg,https://openreview.net/pdf?id=HyNxRZ9xg
"A fundamental problem faced by object recognition systems is that
objects and their features can appear in different locations, scales
and orientations. Current deep learning methods attempt to achieve
invariance to local translations via pooling, discarding the locations
of features in the process.  Other approaches explicitly learn
transformed versions of the same feature, leading to representations
that quickly explode in size. Instead of discarding the rich and
useful information about feature transformations to achieve
invariance, we argue that models should learn object features
conjointly with their transformations to achieve equivariance.  We
propose a new model of unsupervised learning based on sparse coding
that can learn object features jointly with their affine
transformations directly from images. Results based on learning from
natural images indicate that our approach
matches the reconstruction quality of traditional sparse coding but
with significantly fewer degrees of freedom while simultaneously
learning transformations from data. These results open the door to
scaling up unsupervised learning to allow deep feature+transformation
learning in a manner consistent with the ventral+dorsal stream
architecture of the primate visual cortex.","gklezd@cs.washington.edu, rao@cs.washington.edu","Dimitrios C. Gklezakos, Rajesh P. N. Rao",cs.washington.edu,"Unsupervised Learning, Computer vision, Optimization",rky3QW9le,gklezakos|transformational_sparse_coding,Transformational Sparse Coding,We extend sparse coding to include general affine transformations. We present a novel technical approach to circumvent inference intractability.,Reject,https://openreview.net/forum?id=rky3QW9le&noteId=rky3QW9le,https://openreview.net/pdf?id=rky3QW9le
,,,,,SJUdkecgx,,No Title,We propose:,Reject,https://openreview.net/forum?id=SJUdkecgx&noteId=SJUdkecgx,https://openreview.net/pdf?id=SJUdkecgx
"Recent research in the cognitive process of reading hypothesized that we do
not read words by sequentially recognizing letters, but rather by identifing
open-bigrams, i.e. couple of letters that are not necessarily next
to each other. 
In this paper, we evaluate an handwritten word recognition method based on original
open-bigrams representation. We trained Long Short-Term Memory Recurrent Neural Networks
(LSTM-RNNs) to predict open-bigrams rather than characters, and we show that
such models are able to learn the long-range, complicated and intertwined dependencies
in the input signal, necessary to the prediction. 
For decoding, we decomposed each word of a large vocabulary into the set of
constituent bigrams, and apply a simple cosine similarity measure between this 
representation and the bagged RNN prediction to retrieve the vocabulary word. 
We compare this method to standard word recognition techniques based on 
sequential character recognition.
Experiments are carried out on two public databases of handwritten words
(Rimes and IAM), an the results with our bigram decoder are comparable 
to more conventional decoding methods based on sequences of letters.","tb@a2ia.com, kermorvant@teklia.com, claude.touzet@univ-amu.fr, glotin@univ-tln.fr","Théodore Bluche, Christopher Kermorvant, Claude Touzet, Hervé Glotin","a2ia.com, univ-amu.fr, univ-tln.fr",,BkXMikqxx,bluche|corticalinspired_openbigram_representation_for_handwritten_word_recognition,Cortical-Inspired Open-Bigram Representation for Handwritten Word Recognition,"We propose an handwritten word recognition method based on an open-bigram representation of words, inspired from the research in cognitive psychology",Reject,https://openreview.net/forum?id=BkXMikqxx&noteId=BkXMikqxx,https://openreview.net/pdf?id=BkXMikqxx
"As deep neural networks (DNNs) are applied to increasingly challenging problems, they will need to be able to represent their own uncertainty. Modelling uncertainty is one of the key features of Bayesian methods. Bayesian DNNs that use dropout-based variational distributions and scale to complex tasks have recently been proposed. We evaluate Bayesian DNNs trained with Bernoulli or Gaussian multiplicative masking of either the units (dropout) or the weights (dropconnect). We compare these Bayesian DNNs ability to represent their uncertainty about their outputs through sampling during inference. We tested the calibration of these Bayesian fully connected and convolutional DNNs on two visual inference tasks (MNIST and CIFAR-10). By adding different levels of Gaussian noise to the test images, we assessed how these DNNs represented their uncertainty about regions of input space not covered by the training set. These Bayesian DNNs represented their own uncertainty more accurately than traditional DNNs with a softmax output. We find that sampling of weights, whether Gaussian or Bernoulli, led to more accurate representation of uncertainty compared to sampling of units. However, sampling units using either Gaussian or Bernoulli dropout led to increased convolutional neural network (CNN) classification accuracy. Based on these findings we use both Bernoulli dropout and Gaussian dropconnect concurrently, which approximates the use of a spike-and-slab variational distribution. We find that networks with spike-and-slab sampling combine the advantages of the other methods: they classify with high accuracy and robustly represent the uncertainty of their classifications for all tested architectures.","Patrick.McClure@mrc-cbu.cam.ac.uk, Nikolaus.Kriegeskorte@mrc-cbu.cam.ac.uk","Patrick McClure, Nikolaus Kriegeskorte",cam.ac.uk,"Deep learning, Theory, Applications",HJ1JBJ5gl,mcclure|representing_inferential_uncertainty_in_deep_neural_networks_through_sampling,Representing inferential uncertainty in deep neural networks through sampling,Dropout- and dropconnect-based Bayesian deep neural networks with sampling at inference better represent their own inferential uncertainty than traditional deep neural networks.,Reject,https://openreview.net/forum?id=HJ1JBJ5gl&noteId=HJ1JBJ5gl,https://openreview.net/pdf?id=HJ1JBJ5gl
"It has been believed that stochastic feedforward neural networks (SFNN) have several advantages beyond deterministic deep neural networks (DNN): they have more expressive power allowing multi-modal mappings and regularize better due to their stochastic nature. However, training SFNN is notoriously harder. In this paper, we aim at developing efficient training methods for large-scale SFNN, in particular using known architectures and pre-trained parameters of DNN. To this end, we propose a new intermediate stochastic model, called Simplified-SFNN, which can be built upon any baseline DNN and approximates certain SFNN by simplifying its upper latent units above stochastic ones. The main novelty of our approach is in establishing the connection between three models, i.e., DNN
-> Simplified-SFNN -> SFNN, which naturally leads to an efficient training procedure of the stochastic models utilizing pre-trained parameters of DNN. Using several popular DNNs, we show how they can be effectively transferred to the corresponding stochastic models for both multi-modal and classification tasks on MNIST, TFD, CIFAR-10, CIFAR-100 and SVHN datasets. In particular, our stochastic model built from the wide residual network has 28 layers and 36 million parameters, where the former consistently outperforms the latter for the classification tasks on CIFAR-10 and CIFAR-100 due to its stochastic regularizing effect.","kiminlee@kaist.ac.kr, jaehyungkim@kaist.ac.kr, songchong@kaist.edu, jinwoos@kaist.ac.kr","Kimin Lee, Jaehyung Kim, Song Chong, Jinwoo Shin","kaist.ac.kr, kaist.edu","Deep learning, Multi-modal learning, Structured prediction",B1akgy9xx,lee|making_stochastic_neural_networks_from_deterministic_ones,Making Stochastic Neural Networks from Deterministic Ones,,Reject,https://openreview.net/forum?id=B1akgy9xx&noteId=B1akgy9xx,https://openreview.net/pdf?id=B1akgy9xx
"We introduce Information Dropout, a generalization of dropout that is motivated by the Information Bottleneck principle and highlights the way in which injecting noise in the activations can help in learning optimal representations of the data. Information Dropout is rooted in information theoretic principles, it includes as special cases several existing dropout methods, like Gaussian Dropout and Variational Dropout, and, unlike classical dropout, it can learn and build representations that are invariant to nuisances of the data, like occlusions and clutter. When the task is the reconstruction of the input, we show that the information dropout method yields a variational autoencoder as a special case, thus providing a link between representation learning, information theory and variational inference. Our experiments validate the theoretical intuitions behind our method, and we find that information dropout achieves a comparable or better generalization performance than binary dropout, especially on smaller models, since it can automatically adapt the noise to the structure of the network, as well as to the test sample.","achille@cs.ucla.edu, soatto@cs.ucla.edu","Alessandro Achille, Stefano Soatto","cs.ucla.edu, ucla.edu","Theory, Deep learning",BJa0ECFxe,achille|information_dropout_learning_optimal_representations_through_noise,Information Dropout: learning optimal representations through noise,"We introduce Information Dropout, an information theoretic generalization of dropout that highlights how injecting noise can help in learning invariant representations.",Reject,https://openreview.net/forum?id=BJa0ECFxe&noteId=BJa0ECFxe,https://openreview.net/pdf?id=BJa0ECFxe
"Teaching a computer to read a document and answer general questions pertaining to the document is a challenging yet unsolved problem. In this paper, we describe a novel neural network architecture called Reasoning Network ({ReasoNet}) for machine comprehension tasks. ReasoNet makes use of multiple turns to effectively exploit and then reason over the relation among queries, documents, and answers. Different from previous approaches using a fixed number of turns during inference, ReasoNet introduces a termination state to relax this constraint on the reasoning depth. With the use of reinforcement learning, ReasoNet can dynamically determine whether to continue the comprehension process after digesting intermediate results, or to terminate reading when it concludes that existing information is adequate to produce an answer. ReasoNet has achieved state-of-the-art performance in machine comprehension datasets, including unstructured CNN and Daily Mail datasets, and a structured Graph Reachability dataset.","yeshen@microsoft.com, pshuang@microsoft.com, jfgao@microsoft.com, wzchen@microsoft.com","Yelong Shen, Po-Sen Huang, Jianfeng Gao, Weizhu Chen",microsoft.com,"Deep learning, Natural language processing",BJlxmAKlg,shen|reasonet_learning_to_stop_reading_in_machine_comprehension,ReasoNet: Learning to Stop Reading in Machine Comprehension,ReasoNet Reader for machine reading and comprehension,Reject,https://openreview.net/forum?id=BJlxmAKlg&noteId=BJlxmAKlg,https://openreview.net/pdf?id=BJlxmAKlg
"Recent progress in the field of Reinforcement Learning (RL) has enabled to tackle bigger and more challenging tasks. However, the increasing complexity of the problems, as well as the use of more sophisticated models such as Deep Neural Networks (DNN), impedes the understanding of artificial agents behavior. In this work, we present the Semi-Aggregated Markov Decision Process (SAMDP) model. The purpose of the SAMDP modeling is to describe and allow a better understanding of complex behaviors by identifying temporal and spatial abstractions. In contrast to other modeling approaches, SAMDP is built in a transformed state-space that encodes the dynamics of the problem. We show that working with the \emph{right} state representation mitigates the problem of finding spatial and temporal abstractions. We describe the process of building the SAMDP model from observed trajectories and give examples for using it in a toy problem and complicated DQN policies. Finally, we show how using the SAMDP we can monitor the policy at hand and make it more robust.","nirb@campus.technion.ac.il, tomzahavy@campus.technion.ac.il, shie@ee.technion.ac.il","Nir Baram, Tom Zahavy, Shie Mannor",technion.ac.il,"Reinforcement Learning, Deep learning",r1yjkAtxe,baram|spatiotemporal_abstractions_in_reinforcement_learning_through_neural_encoding,Spatio-Temporal Abstractions in Reinforcement Learning Through Neural Encoding,A method for understanding and improving deep agents by creating spatio-temporal abstractions,Reject,https://openreview.net/forum?id=r1yjkAtxe&noteId=r1yjkAtxe,https://openreview.net/pdf?id=r1yjkAtxe
"In this paper, we consider the problem of event classification with multi-variate time series data consisting of heterogeneous (continuous and categorical) variables. The complex temporal dependencies between the variables combined with sparsity of the data makes the event classification problem particularly challenging. Most state-of-art approaches address this either by designing hand-engineered features or breaking up the problem over homogeneous variates. In this work, we propose and compare three representation learning algorithms over symbolized sequences which enables classification of heterogeneous time-series data using a deep architecture. The proposed representations are trained jointly along with the rest of the network architecture in an end-to-end fashion that makes the learned features discriminative for the given task. Experiments on three real-world datasets demonstrate the effectiveness of the proposed approaches.","zhangshengdongofgz@gmail.com, Soheil.Bahrampour@us.bosch.com, Naveen.Ramakrishnan@us.bosch.com, mohak@mohakshah.com","Shengdong Zhang, Soheil Bahrampour, Naveen Ramakrishnan, Mohak Shah","us.bosch.com, ee.psu.edu, sc.sfu.ca, uic.edu",,Hy8X3aKee,zhang|deep_symbolic_representation_learning_for_heterogeneous_timeseries_classification,Deep Symbolic Representation Learning for Heterogeneous Time-series Classification,,Reject,https://openreview.net/forum?id=Hy8X3aKee&noteId=Hy8X3aKee,https://openreview.net/pdf?id=Hy8X3aKee
"LSTMs have become a basic building block for many deep NLP models. In recent years, many improvements and variations have been proposed for deep sequence models in general, and LSTMs in particular. We propose and analyze a series of architectural modifications for LSTM networks resulting in improved performance for text classification datasets. We observe compounding improvements on traditional LSTMs using Monte Carlo test-time model averaging, deep vector averaging (DVA), and residual connections, along with four other suggested modifications. Our analysis provides a simple, reliable, and high quality baseline model.","slongpre@cs.stanford.edu, sabeekp@cs.stanford.edu, cxiong@salesforce.com, rsocher@salesforce.com","Shayne Longpre, Sabeek Pradhan, Caiming Xiong, Richard Socher","salesforce.com, zoox.com, stanford.edu, cs.stanford.edu","Natural language processing, Deep learning, Supervised Learning",rJsiFTYex,longpre|a_way_out_of_the_odyssey_analyzing_and_combining_recent_insights_for_lstms,A Way out of the Odyssey: Analyzing and Combining Recent Insights for LSTMs,"Relatively simple augmentations to the LSTM, such as Monte Carlo test time averaging, deep vector averaging, and residual connections, can yield massive accuracy improvements on text classification datasets.",Reject,https://openreview.net/forum?id=rJsiFTYex&noteId=rJsiFTYex,https://openreview.net/pdf?id=rJsiFTYex
"Recently Le & Mikolov described two log-linear models, called Paragraph Vector, that can be used to learn state-of-the-art distributed representations of documents. Inspired by this work, we present Binary Paragraph Vector models: simple neural networks that learn short binary codes for fast information retrieval. We show that binary paragraph vectors outperform autoencoder-based binary codes, despite using fewer bits. We also evaluate their precision in transfer learning settings, where binary codes are inferred for documents unrelated to the training corpus. Results from these experiments indicate that binary paragraph vectors can capture semantics relevant for various domain-specific documents. Finally, we present a model that simultaneously learns short binary codes and longer, real-valued representations. This model can be used to rapidly retrieve a short list of highly relevant documents from a large document collection.","kgr@agh.edu.pl, kurdziel@agh.edu.pl","Karol Grzegorczyk, Marcin Kurdziel",agh.edu.pl,"Natural language processing, Transfer Learning",HJhcg6Fxg,grzegorczyk|binary_paragraph_vectors,Binary Paragraph Vectors,Learning short codes for text documents with Binary Paragraph Vectors.,Reject,https://openreview.net/forum?id=HJhcg6Fxg&noteId=HJhcg6Fxg,https://openreview.net/pdf?id=HJhcg6Fxg
"The recently introduced Paragraph Vector is an efficient method for learning high-quality distributed representations for pieces of texts. However, an inherent limitation of Paragraph Vector is lack of ability to infer distributed representations for texts outside of the training set. To tackle this problem, we introduce a Generative Paragraph Vector, which can be viewed as a probabilistic extension of the Distributed Bag of Words version of Paragraph Vector with a complete generative process. With the ability to infer the distributed representations for unseen texts, we can further incorporate text labels into the model and turn it into a supervised version, namely Supervised Generative Paragraph Vector. In this way, we can leverage the labels paired with the texts to guide the representation learning, and employ the learned model for prediction tasks directly. Experiments on five text classification benchmark collections show that both model architectures can yield superior classification performance over the state-of-the-art counterparts.","zhangruqing@software.ict.ac.cn, guojiafeng@ict.ac.cn, lanyanyan@ict.ac.cn, junxu@ict.ac.cn, cxq@ict.ac.cn","Ruqing Zhang, Jiafeng Guo, Yanyan Lan, Jun Xu, Xueqi Cheng",ict.ac.cn,"Natural language processing, Deep learning, Unsupervised Learning, Supervised Learning",ryT9R3Yxe,zhang|generative_paragraph_vector,Generative Paragraph Vector,"With a complete generative process, our models are able to infer vector representations as well as labels over unseen texts.",Reject,https://openreview.net/forum?id=ryT9R3Yxe&noteId=ryT9R3Yxe,https://openreview.net/pdf?id=ryT9R3Yxe
"In computer security, designing a robust intrusion detection system is one of the most fundamental and important problems. In this paper, we propose a system-call language-modeling approach for designing anomaly-based host intrusion detection systems. To remedy the issue of high false-alarm rates commonly arising in conventional methods, we employ a novel ensemble method that blends multiple thresholding classifiers into a single one, making it possible to accumulate `highly normal' sequences. The proposed system-call language model has various advantages leveraged by the fact that it can learn the semantic meaning and interactions of each system call that existing methods cannot effectively consider. Through diverse experiments on public benchmark datasets, we demonstrate the validity and effectiveness of the proposed method. Moreover, we show that our model possesses high portability, which is one of the key aspects of realizing successful intrusion detection systems.","kgwmath@snu.ac.kr, hyyi@snu.ac.kr, ubuntu@snu.ac.kr, ypaek@snu.ac.kr, sryoon@snu.ac.kr","Gyuwan Kim, Hayoon Yi, Jangho Lee, Yunheung Paek, Sungroh Yoon",snu.ac.kr,,rksfwnFxl,kim|lstmbased_systemcall_language_modeling_and_ensemble_method_for_hostbased_intrusion_detection,LSTM-Based System-Call Language Modeling and Ensemble Method for Host-Based Intrusion Detection,,Reject,https://openreview.net/forum?id=rksfwnFxl&noteId=rksfwnFxl,https://openreview.net/pdf?id=rksfwnFxl
"We present deep variational canonical correlation analysis (VCCA), a deep multi-view learning model that extends the latent variable model interpretation of linear CCA~\citep{BachJordan05a} to nonlinear observation models parameterized by deep neural networks (DNNs). Computing the marginal data likelihood, as well as inference of the latent variables, are intractable under this model. We derive a variational lower bound of the data likelihood by parameterizing the posterior density of the latent variables with another DNN, and approximate the lower bound via Monte Carlo sampling. Interestingly, the resulting model resembles that of multi-view autoencoders~\citep{Ngiam_11b}, with the key distinction of an additional sampling procedure at the bottleneck layer. We also propose a variant of VCCA called VCCA-private which can, in addition to the ``common variables'' underlying both views, extract the ``private variables'' within each view. We demonstrate that VCCA-private is able to disentangle the shared and private information for multi-view data without hard supervision.","weiranwang@ttic.edu, xcyan@umich.edu, honglak@umich.edu, klivescu@ttic.edu","Weiran Wang, Xinchen Yan, Honglak Lee, Karen Livescu","ucmerced.edu, ttic.edu, umich.edu",,H1Heentlx,wang|deep_variational_canonical_correlation_analysis,Deep Variational Canonical Correlation Analysis,A deep generative model for multi-view representation learning,Reject,https://openreview.net/forum?id=H1Heentlx&noteId=H1Heentlx,https://openreview.net/pdf?id=H1Heentlx
"Consider an ill-posed inverse problem of estimating causal factors from observations, one of which is known to lie near some (unknown) low-dimensional, non-linear manifold expressed by a predefined Mercer-kernel. Solving this problem requires simultaneous estimation of these factors and learning the low-dimensional representation for them. In this work, we introduce a novel non-linear dimensionality regularization technique for solving such problems without pre-training.
We re-formulate Kernel-PCA as an energy minimization problem in which low dimensionality constraints are introduced as regularization terms in the energy.
To the best of our knowledge, ours is the first attempt to create a dimensionality regularizer in the KPCA framework. Our approach relies on robustly penalizing the rank of the recovered factors directly in the implicit feature space to create
their low-dimensional approximations in closed form. Our approach performs robust KPCA in the presence of missing data and noise.
We demonstrate state-of-the-art results on predicting missing entries in the standard oil flow dataset. Additionally, we evaluate our method on the challenging problem of Non-Rigid Structure from Motion and our approach delivers promising results on CMU mocap dataset despite the presence of significant occlusions and noise.","ravi.garg@adelaide.edu.au, anders.eriksson@qut.edu.au, ian.reid@adelaide.edu.au","Ravi Garg, Anders Eriksson, Ian Reid","adelaide.edu.au, qut.edu.au, qmul.ac.uk, ox.ac.uk","Computer vision, Optimization, Structured prediction",Sk2iistgg,garg|nonlinear_dimensionality_regularizer_for_solving_inverse_problems,Non-linear Dimensionality Regularizer for Solving Inverse Problems,Predicting causal factors of an inverse problem which lie near unknown low-dimensional non-linear manifold defined by a mercer kernel.,Reject,https://openreview.net/forum?id=Sk2iistgg&noteId=Sk2iistgg,https://openreview.net/pdf?id=Sk2iistgg
"Deep neural networks (DNN) have shown unprecedented success in various computer vision applications such as image classification and object detection. However, it is still a common annoyance during the training phase, that one has to prepare at least thousands of labeled images to fine-tune a network to a specific domain. Recent study shows that a DNN has strong dependency towards the training dataset, and the learned features cannot be easily transferred to a different but relevant task without fine-tuning. In this paper, we propose a simple yet powerful remedy, called Adaptive Batch Normalization (AdaBN) to increase the generalization ability of a DNN. By modulating the statistics from the source domain to the target domain in all Batch Normalization layers across the network, our approach achieves deep adaptation effect for domain adaptation tasks. In contrary to other deep learning domain adaptation methods, our method does not require additional components, and is parameter-free. It archives state-of-the-art performance despite its surprising simplicity. Furthermore, we demonstrate that our method is complementary with other existing methods. Combining AdaBN with existing domain adaptation treatments may further improve model performance.","lyttonhao@pku.edu.cn, winsty@gmail.com, shijianping5000@gmail.com, liujiaying@pku.edu.cn, xiaodi.hou@gmail.com","Yanghao Li, Naiyan Wang, Jianping Shi, Jiaying Liu, Xiaodi Hou",pku.edu.cn,,BJuysoFeg,li|revisiting_batch_normalization_for_practical_domain_adaptation,Revisiting Batch Normalization For Practical Domain Adaptation,We propose a simple yet effective approach for domain adaptation on batch normalized neural networks.,Reject,https://openreview.net/forum?id=BJuysoFeg&noteId=BJuysoFeg,https://openreview.net/pdf?id=BJuysoFeg
"Recent research on deep neural networks has focused primarily on improving accuracy. For a given accuracy level, it is typically possible to identify multiple DNN architectures that achieve that accuracy level. With equivalent accuracy, smaller DNN architectures offer at least three advantages: (1) Smaller DNNs require less communication across servers during distributed training. (2) Smaller DNNs require less bandwidth to export a new model from the cloud to an autonomous car. (3) Smaller DNNs are more feasible to deploy on FPGAs and other hardware with limited memory. To provide all of these advantages, we propose a small DNN architecture called SqueezeNet. SqueezeNet achieves AlexNet-level accuracy on ImageNet with 50x fewer parameters. Additionally, with model compression techniques we are able to compress SqueezeNet to less than 0.5MB (510x smaller than AlexNet).","forresti@eecs.berkeley.edu, songhan@stanford.edu, moskewcz@eecs.berkeley.edu, kashraf@eecs.berkeley.edu, dally@stanford.edu, keutzer@eecs.berkeley.edu","Forrest N. Iandola, Song Han, Matthew W. Moskewicz, Khalid Ashraf, William J. Dally, Kurt Keutzer","stanford.edu, berkeley.edu, deepscale.ai","Computer vision, Deep learning",S1xh5sYgx,iandola|squeezenet_alexnetlevel_accuracy_with_50x_fewer_parameters_and_05mb_model_size,SqueezeNet: AlexNet-level accuracy with 50x fewer parameters and <0.5MB model size,Small CNN models,Reject,https://openreview.net/forum?id=S1xh5sYgx&noteId=S1xh5sYgx,https://openreview.net/pdf?id=S1xh5sYgx
"Prior work has demonstrated that exploiting the sparsity can dramatically improve the energy efficiency and shrink the memory footprint of Convolutional Neural Networks (CNNs).
However, these sparsity-centric optimization techniques might be less effective for Long Short-Term Memory (LSTM) based Recurrent Neural Networks (RNNs), especially for the training phase, because of the significant structural difference between the neurons. To investigate if there is possible sparsity-centric optimization for training LSTM-based RNNs, we studied several applications and observed that there is potential sparsity in the gradients generated in the backward propagation. In this paper, we illustrate why the sparsity exists and propose a simple yet effective thresholding technique to induce further more sparsity during training an LSTM-based RNN training. Experiment results show that the proposed technique can increase the sparsity of linear gate gradients to higher than 80\% without loss of performance, which makes more than 50\% multiply-accumulate (MAC) operations redundant in an entire LSTM training process. These redudant MAC operations can be eliminated by hardware techniques to improve the energy efficiency and training speed of LSTM-based RNNs.","maohuazhu@ece.ucsb.edu, mrhu@nvidia.com, jclemons@nvidia.com, skeckler@nvidia.com, yuanxie@ece.ucsb.edu","Maohua Zhu, Minsoo Rhu, Jason Clemons, Stephen W. Keckler, Yuan Xie","nvidia.com, ucsb.edu","Optimization, Deep learning",HJWzXsKxx,zhu|training_long_shortterm_memory_with_sparsified_stochastic_gradient_descent,Training Long Short-Term Memory With Sparsified Stochastic Gradient Descent,A simple yet effective technique to induce considerable amount of sparsity in LSTM training,Reject,https://openreview.net/forum?id=HJWzXsKxx&noteId=HJWzXsKxx,https://openreview.net/pdf?id=HJWzXsKxx
